-----------------------------------------------------------
Server listening on 5201
-----------------------------------------------------------
Accepted connection from 192.168.30.111, port 50052
[  5] local 192.168.30.190 port 5201 connected to 192.168.30.111 port 45746
[ ID] Interval           Transfer     Bandwidth       Jitter    Lost/Total Datagrams
[  5]   5.60-5.70   sec  2.88 KBytes   236 Kbits/sec  1941298.607 ms  0/2 (0%)  
[  5]   5.70-5.80   sec  1.44 KBytes   118 Kbits/sec  1819967.548 ms  0/1 (0%)  
[  5]   5.80-5.90   sec  2.88 KBytes   236 Kbits/sec  1599581.592 ms  0/2 (0%)  
[  5]   5.90-6.00   sec  2.88 KBytes   236 Kbits/sec  1405882.817 ms  0/2 (0%)  
[  5]   6.00-6.10   sec  1.44 KBytes   118 Kbits/sec  1318015.881 ms  0/1 (0%)  
[  5]   6.10-6.20   sec  2.88 KBytes   236 Kbits/sec  1158413.078 ms  0/2 (0%)  
[  5]   6.20-6.30   sec  2.88 KBytes   236 Kbits/sec  1018137.335 ms  0/2 (0%)  
[  5]   6.30-6.40   sec  1.44 KBytes   118 Kbits/sec  954504.013 ms  0/1 (0%)  
[  5]   6.40-6.50   sec  2.88 KBytes   236 Kbits/sec  838920.512 ms  0/2 (0%)  
[  5]   6.50-6.60   sec  2.88 KBytes   236 Kbits/sec  737334.126 ms  0/2 (0%)  
[  5]   6.60-6.70   sec  2.88 KBytes   236 Kbits/sec  648048.210 ms  0/2 (0%)  
[  5]   6.70-6.80   sec  1.44 KBytes   118 Kbits/sec  607545.617 ms  0/1 (0%)  
[  5]   6.80-6.90   sec  2.88 KBytes   236 Kbits/sec  533977.148 ms  0/2 (0%)  
[  5]   6.90-7.00   sec  2.88 KBytes   236 Kbits/sec  469317.712 ms  0/2 (0%)  
[  5]   7.00-7.10   sec  1.44 KBytes   118 Kbits/sec  439986.345 ms  0/1 (0%)  
[  5]   7.10-7.20   sec  2.88 KBytes   236 Kbits/sec  386707.370 ms  0/2 (0%)  
[  5]   7.20-7.30   sec  2.88 KBytes   236 Kbits/sec  339880.838 ms  0/2 (0%)  
[  5]   7.30-7.40   sec  1.44 KBytes   118 Kbits/sec  318638.771 ms  0/1 (0%)  
[  5]   7.40-7.50   sec  2.88 KBytes   236 Kbits/sec  280054.615 ms  0/2 (0%)  
[  5]   7.50-7.60   sec  2.88 KBytes   236 Kbits/sec  246142.621 ms  0/2 (0%)  
[  5]   7.60-7.70   sec  2.88 KBytes   236 Kbits/sec  216337.004 ms  0/2 (0%)  
[  5]   7.70-7.80   sec  1.44 KBytes   118 Kbits/sec  202816.058 ms  0/1 (0%)  
[  5]   7.80-7.90   sec  0.00 Bytes  0.00 bits/sec  202816.058 ms  0/0 (0%)  
[  5]   7.90-8.00   sec  2.88 KBytes   236 Kbits/sec  178261.228 ms  0/2 (0%)  
[  5]   8.00-8.10   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   8.10-8.20   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   8.20-8.30   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   8.30-8.40   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   8.40-8.50   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   8.50-8.60   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   8.60-8.70   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   8.70-8.80   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   8.80-8.90   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   8.90-9.00   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   9.00-9.10   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   9.10-9.20   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   9.20-9.30   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   9.30-9.40   sec  0.00 Bytes  0.00 bits/sec  178261.228 ms  0/0 (0%)  
[  5]   9.40-9.50   sec  15.8 KBytes  1.30 Mbits/sec  87692.204 ms  15/26 (58%)  
[  5]   9.50-9.60   sec  4.31 KBytes   353 Kbits/sec  72258.554 ms  0/3 (0%)  
[  5]   9.60-9.70   sec  2.88 KBytes   236 Kbits/sec  63508.874 ms  0/2 (0%)  
[  5]   9.70-9.80   sec  1.44 KBytes   118 Kbits/sec  59540.200 ms  0/1 (0%)  
[  5]   9.80-9.90   sec  2.88 KBytes   236 Kbits/sec  52330.958 ms  0/2 (0%)  
[  5]   9.90-10.00  sec  2.88 KBytes   236 Kbits/sec  45995.193 ms  0/2 (0%)  
[  5]  10.00-10.10  sec  1.44 KBytes   118 Kbits/sec  43120.554 ms  0/1 (0%)  
[  5]  10.10-10.20  sec  2.88 KBytes   236 Kbits/sec  37899.729 ms  0/2 (0%)  
[  5]  10.20-10.30  sec  2.88 KBytes   236 Kbits/sec  33311.420 ms  0/2 (0%)  
[  5]  10.30-10.40  sec  1.44 KBytes   118 Kbits/sec  31229.977 ms  0/1 (0%)  
[  5]  10.40-10.50  sec  2.88 KBytes   236 Kbits/sec  27448.653 ms  0/2 (0%)  
[  5]  10.50-10.60  sec  2.88 KBytes   236 Kbits/sec  24125.373 ms  0/2 (0%)  
[  5]  10.60-10.70  sec  2.88 KBytes   236 Kbits/sec  21204.309 ms  0/2 (0%)  
[  5]  10.70-10.80  sec  1.44 KBytes   118 Kbits/sec  19879.372 ms  0/1 (0%)  
[  5]  10.80-10.90  sec  2.88 KBytes   236 Kbits/sec  17472.464 ms  0/2 (0%)  
[  5]  10.90-11.00  sec  2.88 KBytes   236 Kbits/sec  15357.241 ms  0/2 (0%)  
[  5]  11.00-11.10  sec  1.44 KBytes   118 Kbits/sec  14397.611 ms  0/1 (0%)  
[  5]  11.10-11.20  sec  2.88 KBytes   235 Kbits/sec  12655.341 ms  0/2 (0%)  
[  5]  11.20-11.30  sec  2.88 KBytes   236 Kbits/sec  11123.629 ms  0/2 (0%)  
[  5]  11.30-11.40  sec  1.44 KBytes   118 Kbits/sec  10428.455 ms  0/1 (0%)  
[  5]  11.40-11.50  sec  2.88 KBytes   236 Kbits/sec  9166.910 ms  0/2 (0%)  
